,City,Temp_max,Humidity,wind_speed,city_id,country_code,long,lat,Cloudiness
0,Flin Flon,56.88,99.0,5.23,5954718.0,CA,-101.865,54.7682,100.0
1,Severo-Kuril'sk,42.39,94.0,20.24,2121385.0,RU,156.125,50.6789,100.0
2,Codrington,56.34,72.0,8.7,2171099.0,AU,141.9667,-38.2667,100.0
3,Bredasdorp,59.54,84.0,19.86,1015776.0,ZA,20.0403,-34.5322,82.0
4,Kindersley,55.42,76.0,5.75,5992154.0,CA,-109.1682,51.4668,40.0
5,Kavieng,83.77,72.0,8.72,2094342.0,PG,150.7967,-2.5744,100.0
6,Brae,49.26,88.0,25.59,2654970.0,GB,-1.353,60.3964,92.0
7,Hithadhoo,83.14,73.0,7.25,1282256.0,MV,73.0833,-0.6,67.0
8,Ponta Delgada,59.72,94.0,2.3,3372783.0,PT,-25.6667,37.7333,20.0
9,Kaitangata,50.77,92.0,3.24,2208248.0,NZ,169.8464,-46.2817,100.0
10,Neiafu,78.73,90.0,14.54,4032420.0,TO,-173.9833,-18.65,2.0
11,Busselton,68.04,70.0,10.8,2075265.0,AU,115.3333,-33.65,100.0
12,Kudahuvadhoo,84.36,71.0,11.18,1337607.0,MV,72.8944,2.6708,42.0
13,Port Macquarie,57.88,55.0,7.0,2152659.0,AU,152.9167,-31.4333,0.0
14,Jamestown,57.56,71.0,3.44,5122534.0,US,-79.2353,42.097,0.0
15,Nantucket,57.29,88.0,10.36,4944903.0,US,-70.0995,41.2835,0.0
16,São João da Barra,64.15,90.0,2.77,3448903.0,BR,-41.0511,-21.6403,9.0
17,Castlebar,52.43,64.0,3.13,2965654.0,IE,-9.3,53.85,100.0
18,Katobu,83.95,64.0,7.94,1640972.0,ID,122.5276,-4.9408,77.0
19,Port Lincoln,59.74,86.0,7.43,2063036.0,AU,135.8667,-34.7333,38.0
20,Padampur,88.77,41.0,7.9,1260938.0,IN,73.6167,29.6833,100.0
21,Cayenne,73.44,100.0,1.14,3382160.0,GF,-52.3333,4.9333,100.0
22,Norman Wells,51.84,66.0,9.22,6089245.0,CA,-126.8329,65.282,75.0
23,Upernavik,18.95,75.0,6.46,3418910.0,GL,-56.1549,72.7868,100.0
24,Ushuaia,44.26,81.0,1.14,3833367.0,AR,-68.3,-54.8,40.0
25,Tasiilaq,37.56,78.0,3.71,3424607.0,GL,-37.6368,65.6145,100.0
26,Thunder Bay,42.71,87.0,2.3,6166142.0,CA,-89.3168,48.4001,40.0
27,Provideniya,37.65,78.0,7.78,4031574.0,RU,-173.3,64.3833,76.0
28,Cap Malheureux,81.46,64.0,11.99,934649.0,MU,57.6142,-19.9842,10.0
29,West Wendover,58.21,67.0,5.75,5710035.0,US,-114.0733,40.7391,75.0
30,Tautira,81.34,69.0,15.19,4033557.0,PF,-149.15,-17.7333,84.0
31,Avarua,77.05,88.0,3.44,4035715.0,CK,-159.775,-21.2078,20.0
32,Punta Arenas,46.51,81.0,17.27,3874787.0,CL,-70.9167,-53.15,100.0
33,Ozernovskiy,43.81,89.0,15.57,2122293.0,RU,156.5167,51.5,100.0
34,Aksu,77.56,21.0,3.18,1529660.0,CN,80.2644,41.1231,0.0
35,Arrondissement d'Ajaccio,68.61,57.0,4.61,3038333.0,FR,8.9167,42.0,0.0
36,Cabedelo,75.87,97.0,7.18,3404558.0,BR,-34.8339,-6.9811,98.0
37,Dikson,31.86,92.0,6.33,1507390.0,RU,80.5464,73.5069,9.0
38,Hobart,46.51,66.0,17.27,2163355.0,AU,147.3294,-42.8794,40.0
39,Vestmannaeyjar,47.39,100.0,13.8,3412093.0,IS,-20.2734,63.4427,100.0
40,Alofi,76.89,94.0,9.22,4036284.0,NU,-169.9187,-19.0595,40.0
41,Carnarvon,75.65,56.0,9.1,2074865.0,AU,113.6333,-24.8667,100.0
42,Saint-Philippe,81.99,72.0,11.83,935215.0,RE,55.7679,-21.3585,99.0
43,Cabra,60.85,78.0,4.36,2520645.0,ES,-4.4421,37.4725,24.0
44,Feldbach,71.76,48.0,4.09,2779685.0,AT,15.8883,46.9531,6.0
45,Tual,81.27,82.0,20.29,1623197.0,ID,132.75,-5.6667,90.0
46,Longyearbyen,33.64,75.0,20.71,2729907.0,SJ,15.6401,78.2186,75.0
47,Dukat,44.06,79.0,7.85,2125906.0,RU,155.55,62.55,100.0
48,Jalu,76.17,40.0,3.83,86049.0,LY,21.5482,29.0331,0.0
49,Vaini,77.16,88.0,13.8,4032243.0,TO,-175.2,-21.2,75.0
50,Albany,55.27,68.0,1.01,5106841.0,US,-73.9662,42.6001,0.0
51,Karaton,85.55,66.0,2.66,1630058.0,ID,106.1045,-6.3424,76.0
52,Saldanha,55.45,72.0,13.44,3361934.0,ZA,17.9442,-33.0117,0.0
53,Castro,54.3,96.0,3.58,3466704.0,BR,-50.0119,-24.7911,98.0
54,Inhambane,80.01,65.0,9.22,1045114.0,MZ,35.3833,-23.865,20.0
55,Mataura,52.65,90.0,4.07,6201424.0,NZ,168.8643,-46.1927,100.0
56,Puerto Ayora,74.55,100.0,6.62,3652764.0,EC,-90.3518,-0.7393,100.0
57,Arraial do Cabo,70.41,89.0,16.31,3471451.0,BR,-42.0278,-22.9661,100.0
58,Obihiro,66.61,68.0,4.61,2128815.0,JP,143.2044,42.9172,75.0
59,Penzance,58.23,67.0,18.41,2640377.0,GB,-5.5371,50.1186,0.0
60,Butaritari,84.16,76.0,12.59,2110227.0,KI,172.7902,3.0707,33.0
61,Rikitea,72.84,59.0,11.48,4030556.0,PF,-134.9692,-23.1203,33.0
62,Namatanai,81.72,80.0,12.1,2090021.0,PG,152.4333,-3.6667,76.0
63,Isangel,73.92,77.0,8.28,2136825.0,VU,169.2667,-19.55,13.0
64,Saint George,70.7,22.0,5.75,5546220.0,US,-113.5841,37.1041,0.0
65,Kruisfontein,56.88,79.0,6.78,986717.0,ZA,24.7314,-34.0033,100.0
66,Mwinilunga,74.23,35.0,6.02,902620.0,ZM,24.4293,-11.7358,100.0
67,Port Alfred,61.18,94.0,12.33,964432.0,ZA,26.891,-33.5906,100.0
68,Marzuq,86.85,33.0,6.91,72181.0,YE,46.4667,14.4,93.0
69,Puerto Escondido,81.63,78.0,4.68,3520994.0,MX,-97.0667,15.85,19.0
70,Sivaki,63.32,31.0,9.53,2016477.0,RU,126.75,52.6333,100.0
71,Yellowknife,48.72,71.0,6.91,6185377.0,CA,-114.3525,62.456,20.0
72,Canchungo,78.93,74.0,8.46,2373951.0,GW,-16.0333,12.0672,98.0
73,Östersund,39.65,41.0,9.22,2685750.0,SE,14.6357,63.1792,0.0
74,Fort Nelson,51.94,77.0,10.36,5955902.0,CA,-122.7002,58.8053,75.0
75,Castelo Branco,61.21,77.0,2.13,2269514.0,PT,-7.4909,39.8222,100.0
76,Black River,78.49,86.0,2.93,3491355.0,JM,-77.8487,18.0264,96.0
77,Atuona,81.32,68.0,19.08,4020109.0,PF,-139.0333,-9.8,6.0
78,Birao,79.23,69.0,7.99,240210.0,CF,22.7882,10.2849,100.0
79,Ekhabi,43.43,62.0,15.9,2122614.0,RU,142.9671,53.5102,100.0
80,Barrow,33.82,86.0,10.36,5880054.0,US,-156.7887,71.2906,100.0
81,Hilo,68.92,97.0,2.42,5855927.0,US,-155.09,19.7297,100.0
82,Mehamn,48.15,61.0,5.75,778707.0,NO,27.8492,71.0357,40.0
83,Shingū,77.13,85.0,7.09,1847947.0,JP,135.9833,33.7333,100.0
84,George Town,85.96,74.0,5.01,1735106.0,MY,100.3354,5.4112,20.0
85,Russell,61.07,89.0,3.22,4047434.0,US,-85.1999,32.3502,6.0
86,Sidhi,103.3,19.0,7.07,1256369.0,IN,81.8833,24.4167,1.0
87,Laramie,44.06,69.0,9.22,5830062.0,US,-105.5911,41.3114,0.0
88,Bluff,55.24,85.0,9.75,2206939.0,NZ,168.3333,-46.6,100.0
89,Bayir,68.52,60.0,3.11,304183.0,TR,28.2167,37.2687,100.0
90,Vila Velha,67.95,91.0,0.0,3445026.0,BR,-40.2925,-20.3297,0.0
91,Kapaa,71.02,86.0,11.5,5848280.0,US,-159.319,22.0752,75.0
92,Margate,55.27,67.0,11.99,2643044.0,GB,1.3862,51.3813,91.0
93,Kamaishi,63.46,92.0,1.21,2112444.0,JP,141.8833,39.2667,100.0
94,Stăncuţa,71.29,63.0,13.91,666309.0,RO,27.8333,44.9,99.0
95,Ankang,74.26,84.0,0.96,1789065.0,CN,109.0172,32.68,98.0
96,Port Elizabeth,63.1,89.0,3.0,964420.0,ZA,25.5701,-33.918,20.0
